REF_AREA,TIME_PERIOD,IMF_WEO_NGDP_RPCH,IMF_WEO_TM_RPCH,IMF_WEO_TMG_RPCH,IMF_WEO_TX_RPCH,IMF_WEO_TXG_RPCH,IMF_WEO_NGSD_NGDP,IMF_WEO_NID_NGDP,IMF_WEO_GGXCNL_NGDP,IMF_WEO_GGXONLB_NGDP,IMF_WEO_GGX_NGDP,IMF_WEO_GGXWDG_NGDP,IMF_WEO_LP,IMF_WEO_BCA_NGDPD,IMF_WEO_PPPSH,IMF_WEO_BCA
MEX,2012,3.553,5.648,5.603,7.918,8.04,22.968,24.378,-3.566,-0.878,27.0,40.815,118.061,-1.41,2.084,-17.696
MEX,2013,0.852,3.63,3.536,2.702,2.458,20.287,22.681,-3.559,-0.912,26.669,44.066,119.598,-2.394,2.03,-31.778
MEX,2014,2.504,5.962,6.447,7.572,7.209,20.472,22.293,-4.371,-1.684,26.949,47.093,121.049,-1.821,2.052,-24.853
MEX,2015,2.702,4.949,5.173,7.029,6.152,21.137,23.736,-3.859,-1.166,26.557,50.973,122.368,-2.599,2.059,-31.536
MEX,2016,1.772,2.534,2.522,3.067,1.954,22.07,24.343,-2.681,0.341,26.523,55.003,123.587,-2.273,2.11,-25.282
MEX,2017,1.872,5.649,5.538,3.198,2.842,22.095,23.892,-1.034,2.546,25.018,52.521,124.777,-1.798,2.07,-21.404
MEX,2018,1.972,5.604,5.836,6.527,6.972,21.413,23.477,-2.139,1.536,24.97,52.202,125.996,-2.064,2.039,-25.932
MEX,2019,-0.251,-1.081,-0.72,1.164,1.175,21.823,22.12,-2.264,1.366,25.242,51.859,127.216,-0.297,1.979,-3.871
MEX,2020,-8.625,-11.991,-10.988,-7.019,-4.878,22.607,20.207,-4.291,-0.5,27.789,58.505,128.209,2.4,1.862,26.905
MEX,2021,5.739,15.05,15.512,7.217,5.677,21.275,21.617,-3.757,-0.013,26.755,56.895,128.209,-0.342,1.851,-4.494
MEX,2022,3.949,8.305,8.271,8.682,8.096,21.497,22.705,-4.271,0.728,28.579,54.169,128.209,-1.207,1.861,-17.667
MYS,2000,8.671,22.57,23.698,13.278,12.71,37.706,29.397,-6.053,-4.555,25.632,32.518,23.495,8.309,0.599,8.488
MYS,2001,0.518,-6.847,-8.146,-2.658,-4.405,34.048,26.838,-4.361,-2.924,28.223,38.065,24.123,7.211,0.588,7.287
MYS,2002,5.391,4.46,6.565,7.241,7.378,34.546,27.24,-3.96,-2.353,27.144,39.532,24.727,6.546,0.602,7.19
MYS,2003,5.789,2.756,2.246,7.407,10.115,36.303,25.532,-4.597,-4.499,28.069,41.393,25.32,11.149,0.612,13.381
MYS,2004,6.783,19.281,22.955,21.797,20.149,36.949,25.85,-3.353,-2.919,25.884,41.96,25.905,11.099,0.621,15.079
MYS,2005,4.976,6.03,4.668,5.778,4.681,36.886,23.122,-2.833,-1.44,24.538,40.778,26.477,13.764,0.623,20.693
MYS,2006,5.584,14.411,15.874,6.907,6.36,38.787,23.425,-2.602,-1.643,25.574,39.662,26.832,15.362,0.625,26.179
MYS,2007,6.299,3.32,1.673,-3.852,-7.326,38.629,23.966,-2.571,-1.873,25.889,39.348,27.1,14.663,0.631,29.727
MYS,2008,4.832,-7.557,-8.698,-13.055,-11.821,38.559,22.265,-3.405,-2.043,26.92,39.361,27.6,16.295,0.642,39.424
MYS,2009,-1.514,-21.902,-23.454,-10.467,-12.963,33.236,18.407,-5.88,-4.892,30.889,50.408,28.082,14.829,0.636,31.415
MYS,2010,7.528,12.117,18.121,3.622,10.075,33.597,23.657,-4.319,-2.903,26.604,51.212,28.589,9.941,0.649,25.711
MYS,2011,5.293,5.6,4.597,6.257,5.251,34.197,23.456,-3.568,-1.985,27.088,51.898,29.062,10.741,0.658,32.459
MYS,2012,5.474,-0.607,0.257,-6.492,-3.844,31.045,25.951,-3.103,-2.071,28.505,53.788,29.51,5.094,0.671,16.245
MYS,2013,4.694,1.826,5.864,0.074,1.852,29.543,26.108,-3.478,-2.14,27.78,55.656,30.214,3.435,0.663,11.262
MYS,2014,6.007,3.801,4.13,6.502,6.595,29.485,25.158,-2.628,-0.906,25.957,55.373,30.709,4.327,0.678,14.835
MYS,2015,5.007,1.693,1.273,4.05,6.019,28.411,25.424,-2.546,-0.933,24.708,56.971,31.186,2.987,0.669,9.001
MYS,2016,4.45,1.55,0.521,3.89,3.278,28.389,25.996,-2.603,-0.759,22.858,55.787,31.634,2.393,0.673,7.21
MYS,2017,5.813,8.464,12.833,7.26,10.778,28.338,25.547,-2.412,-0.616,22.043,54.396,32.023,2.791,0.676,8.905
MYS,2018,4.843,2.329,3.118,2.125,5.623,26.128,23.897,-2.645,-0.758,22.8,55.646,32.382,2.231,0.684,8.003
MYS,2019,4.413,-1.944,-3.16,-0.812,-1.644,24.546,21.048,-2.008,0.028,23.575,57.083,32.523,3.498,0.695,12.774
MYS,2020,-5.457,-8.875,-2.837,0.401,1.361,23.824,19.658,-4.902,-2.957,25.04,67.693,32.447,4.166,0.677,14.058
MYS,2021,3.298,24.776,18.648,17.419,14.501,25.992,22.107,-6.032,-3.863,24.448,69.153,32.576,3.885,0.657,14.524
MYS,2022,8.65,16.625,19.157,9.075,6.557,26.582,23.506,-4.815,-2.711,24.682,65.593,32.652,3.076,0.691,12.519
PER,2000,2.695,4.2,4.2,9.766,9.766,14.379,17.443,-2.116,0.4,21.735,44.909,26.39,-3.064,0.261,-1.545
PER,2001,0.617,0.971,0.971,4.708,4.708,14.154,16.506,-2.154,0.128,20.934,43.841,26.715,-2.351,0.257,-1.2
PER,2002,5.454,4.332,4.332,3.979,3.979,14.651,16.682,-1.404,0.765,19.649,45.463,26.999,-2.031,0.263,-1.096
PER,2003,4.165,3.529,3.529,7.777,7.777,15.634,17.227,-1.622,0.557,20.113,49.376,27.255,-1.592,0.263,-0.932
PER,2004,4.959,7.638,7.638,11.28,11.28,16.215,16.121,-1.033,1.061,19.558,46.738,27.492,0.094,0.263,0.062
PER,2005,6.285,10.41,10.41,14.531,14.531,16.948,15.387,-0.436,1.565,20.379,40.359,27.722,1.563,0.267,1.16
PER,2006,7.529,15.452,15.452,-0.7,-0.7,22.129,18.799,2.029,3.956,19.162,34.94,27.935,3.331,0.272,2.913
PER,2007,8.518,20.67,20.67,1.672,1.672,23.755,22.267,3.348,5.181,18.593,31.87,28.122,1.488,0.281,1.52
PER,2008,9.119,24.598,24.598,7.481,7.481,22.647,27.006,2.476,3.885,19.83,28.036,28.3,-4.358,0.298,-5.286
PER,2009,1.096,-17.486,-17.486,0.197,0.197,20.185,20.704,-1.484,-0.367,21.414,28.272,28.485,-0.52,0.302,-0.633
PER,2010,8.334,27.198,27.198,1.358,1.358,22.236,24.627,-0.016,1.027,21.043,25.156,28.693,-2.391,0.311,-3.562
PER,2011,6.325,13.477,13.477,5.653,5.653,22.464,24.439,2.048,3.073,19.76,23.071,28.906,-1.975,0.318,-3.376
PER,2012,6.142,10.352,10.352,5.214,5.214,21.473,24.256,2.073,2.987,20.297,20.657,29.113,-2.783,0.315,-5.374
PER,2013,5.852,3.818,3.818,-3.366,-3.366,21.167,25.909,0.756,1.707,21.507,19.949,29.341,-4.742,0.32,-9.606
PER,2014,2.384,-1.62,-1.62,-0.957,-0.957,20.895,25.124,-0.19,0.73,22.541,20.591,29.616,-4.229,0.318,-8.582
PER,2015,3.252,0.182,0.182,2.9,2.9,19.729,24.293,-2.043,-1.136,22.249,23.965,29.964,-4.564,0.318,-8.772
PER,2016,3.954,-3.015,-3.015,11.363,11.363,20.539,22.695,-2.154,-1.222,20.851,24.336,30.423,-2.156,0.325,-4.218
PER,2017,2.522,4.493,4.493,8.014,8.014,20.644,21.448,-2.838,-1.835,20.985,25.234,30.974,-0.803,0.328,-1.733
PER,2018,3.97,1.359,1.359,1.631,1.631,21.218,22.386,-1.97,-0.837,21.243,26.024,30.974,-1.167,0.329,-2.648
PER,2019,2.24,-0.157,-0.157,1.223,1.223,21.272,21.823,-1.391,-0.216,21.178,26.957,30.974,-0.551,0.327,-1.281
PER,2020,-10.869,-11.034,-11.034,-13.882,-13.882,21.013,19.929,-9.006,-6.909,26.811,34.919,30.974,1.084,0.3,2.236
PER,2021,13.418,18.466,18.466,12.533,12.533,19.492,21.73,-2.542,-1.245,23.518,36.11,30.974,-2.238,0.32,-5.064
PER,2022,2.684,2.448,2.448,3.341,3.341,18.072,22.115,-1.398,-0.046,23.415,33.924,30.974,-4.044,0.318,-9.908
PHL,2000,4.383,20.096,22.464,20.141,22.435,13.021,15.684,-3.274,0.854,20.809,59.203,76.95,-2.663,0.528,-2.228
PHL,2001,3.049,2.791,0.927,-2.862,-2.492,16.728,18.945,-3.494,1.165,21.017,59.471,78.61,-2.217,0.531,-1.75
PHL,2002,3.716,4.896,5.585,11.812,11.174,20.125,20.459,-3.707,0.618,20.557,65.184,80.27,-0.334,0.535,-0.282
PHL,2003,5.087,5.768,7.343,8.06,9.715,19.856,19.529,-3.491,1.33,20.411,71.393,81.91,0.327,0.541,0.285
PHL,2004,6.569,2.243,2.184,10.064,8.276,22.441,20.731,-2.807,2.121,19.37,71.082,83.55,1.71,0.547,1.625
PHL,2005,4.942,6.642,6.502,4.686,-1.636,20.419,18.567,-1.625,3.424,18.741,64.674,85.17,1.853,0.549,1.99
PHL,2006,5.316,1.308,2.808,14.58,13.082,21.47,16.015,-0.046,4.563,18.282,57.189,86.79,5.455,0.549,6.963
PHL,2007,6.519,1.033,0.583,1.183,-2.517,21.304,16.129,-0.285,3.271,18.184,50.168,88.39,5.175,0.555,8.072
PHL,2008,4.344,11.155,6.87,-3.117,-0.642,19.047,18.967,0.016,3.272,17.884,50.01,89.98,0.08,0.563,0.144
PHL,2009,1.448,-8.986,-9.418,-2.109,-9.16,22.228,17.432,-2.569,0.599,19.209,49.805,91.56,4.797,0.574,8.448
PHL,2010,7.335,18.487,17.475,17.976,17.952,23.887,20.442,-2.254,0.653,18.348,47.587,93.14,3.445,0.585,7.179
PHL,2011,3.858,-0.026,1.154,4.454,3.781,23.149,20.74,-0.377,2.096,17.218,45.434,94.7,2.409,0.585,5.643
PHL,2012,6.897,11.588,10.805,15.78,20.004,22.214,19.561,-0.219,2.291,17.706,45.691,96.25,2.653,0.607,6.949
PHL,2013,6.751,-0.224,-3.713,0.225,-5.271,24.652,20.642,0.371,2.74,17.325,43.863,97.79,4.01,0.618,11.384
PHL,2014,6.348,15.861,11.527,13.695,14.633,24.54,20.924,1.323,3.477,16.831,40.299,99.31,3.616,0.637,10.756
PHL,2015,6.348,7.722,4.267,2.966,-6.949,23.712,21.341,0.145,2.108,17.786,39.688,100.83,2.371,0.654,7.266
PHL,2016,7.149,18.173,22.361,9.623,5.991,24.242,24.619,-0.744,1.036,19.011,37.376,102.53,-0.376,0.686,-1.199
PHL,2017,6.931,17.114,19.358,20.45,24.623,24.906,25.559,-0.752,0.876,19.457,38.13,104.17,-0.652,0.696,-2.143
PHL,2018,6.341,9.734,11.807,8.036,3.904,24.591,27.151,-1.484,0.169,20.913,37.147,105.76,-2.559,0.715,-8.877
PHL,2019,6.119,-1.379,-2.491,5.423,3.466,25.593,26.402,-1.502,0.068,21.72,36.973,107.29,-0.809,0.738,-3.047
PHL,2020,-9.518,-23.498,-20.01,-16.899,-11.314,20.634,17.433,-5.544,-3.726,25.92,51.644,108.77,3.201,0.688,11.578
PHL,2021,5.715,14.581,18.121,6.437,9.132,19.633,21.141,-6.231,-4.427,27.2,57.005,110.2,-1.508,0.683,-5.943
PHL,2022,7.57,14.78,13.294,12.607,6.459,20.181,24.698,-5.477,-3.493,25.891,57.399,111.57,-4.517,0.711,-18.261
POL,2000,4.26,15.526,15.526,23.21,23.21,18.774,24.494,-3.994,-0.986,43.034,36.376,38.263,-6.027,0.888,-10.343
POL,2001,1.205,-5.327,-5.327,3.118,3.118,17.614,20.463,-4.727,-1.622,44.702,37.14,38.254,-3.116,0.877,-5.946
POL,2002,1.443,2.773,2.773,4.824,4.824,18.409,18.409,-4.8,-1.934,45.041,41.542,38.242,-2.785,0.866,-5.544
POL,2003,3.498,9.331,9.331,14.08,14.08,18.805,18.805,-6.011,-3.065,45.423,46.366,38.219,-2.513,0.861,-5.473
POL,2004,4.983,8.559,8.559,4.775,4.775,14.238,20.23,-5.01,-2.301,43.48,45.137,38.191,-5.992,0.859,-15.297
POL,2005,3.507,6.308,6.308,9.97,9.97,16.576,19.888,-3.938,-1.476,44.236,46.604,38.174,-3.312,0.849,-10.146
POL,2006,6.131,17.865,17.865,15.373,15.373,17.012,21.678,-3.539,-1.171,44.451,47.271,38.157,-4.666,0.856,-16.081
POL,2007,7.062,15.796,15.796,10.058,10.058,18.501,25.196,-1.883,0.295,42.9,44.499,38.125,-6.695,0.87,-28.722
POL,2008,4.2,9.458,9.458,7.051,7.051,17.877,24.649,-3.606,-1.491,44.172,46.735,38.116,-6.772,0.881,-36.135
POL,2009,2.832,-12.587,-12.587,-5.935,-5.935,16.605,20.56,-7.252,-4.8,45.014,49.821,38.136,-3.955,0.91,-17.394
POL,2010,2.935,14.293,14.293,12.458,12.458,15.8,20.977,-7.465,-4.954,46.245,54.01,38.023,-5.177,0.89,-24.627
POL,2011,5.042,5.12,5.12,7.69,7.69,17.329,22.453,-5.004,-2.445,44.415,55.134,38.063,-5.124,0.9,-26.868
POL,2012,1.545,-0.671,-0.671,3.971,3.971,16.861,20.969,-3.816,-1.121,43.432,54.784,38.064,-4.108,0.89,-20.344
POL,2013,0.857,1.807,1.807,5.068,5.068,17.343,19.301,-4.268,-1.714,43.415,57.116,38.063,-1.957,0.874,-10.095
POL,2014,3.837,9.368,9.368,5.514,5.514,18.022,20.975,-3.669,-1.691,42.907,51.39,38.018,-2.953,0.876,-15.923
POL,2015,4.383,5.578,5.578,6.589,6.589,19.689,20.984,-2.6,-0.839,41.737,51.345,38.006,-1.294,0.909,-6.17
POL,2016,2.954,7.718,7.718,9.005,9.005,19.199,20.222,-2.399,-0.683,41.334,54.501,37.967,-1.024,0.918,-4.808
POL,2017,5.14,9.875,9.875,9.046,9.046,18.875,20.021,-1.492,0.079,41.419,50.797,37.973,-1.146,0.93,-6.016
POL,2018,5.945,7.523,7.523,6.759,6.759,19.522,21.45,-0.25,1.189,41.447,48.709,37.977,-1.928,0.952,-11.352
POL,2019,4.45,3.192,3.192,5.337,5.337,20.254,20.497,-0.743,0.63,41.876,45.708,37.973,-0.242,0.967,-1.445
POL,2020,-2.02,-2.412,-2.412,-1.088,-1.088,21.222,18.759,-6.923,-5.619,48.247,57.175,37.958,2.463,0.976,14.764
POL,2021,6.935,16.142,16.142,12.335,12.335,20.5,21.75,-1.832,-0.725,44.092,53.605,37.84,-1.25,0.981,-8.515
POL,2022,5.26,6.793,6.793,6.743,6.743,19.989,22.415,-3.678,-2.135,43.898,49.296,37.654,-2.426,0.999,-16.697
QAT,2000,6.946,22.488,-4.193,5.27,4.993,50.181,19.317,4.622,8.897,29.785,51.599,0.594,9.175,0.113,1.659
QAT,2001,4.5,5.622,19.49,-5.82,-6.822,52.683,19.317,4.481,8.906,32.11,59.225,0.612,23.728,0.115,4.152
QAT,2002,6.873,-3.961,11.282,4.864,5.037,52.321,19.317,7.891,11.255,31.581,47.666,0.63,19.778,0.12,3.824
QAT,2003,3.987,49.374,11.327,-8.731,-9.784,59.628,19.317,6.711,9.045,28.507,38.788,0.66,24.261,0.12,5.754
QAT,2004,19.225,17.105,15.136,25.82,25.402,53.728,19.317,17.691,19.39,29.919,30.061,0.72,24.638,0.135,7.552
QAT,2005,7.792,51.906,63.699,9.318,6.596,51.226,19.317,9.803,10.969,28.99,19.126,0.821,16.762,0.139,7.482
QAT,2006,28.082,57.999,56.372,16.041,15.153,55.79,19.317,8.395,9.322,29.545,13.947,0.968,16.133,0.17,9.459
QAT,2007,18.191,25.307,34.725,14.713,17.06,58.448,19.317,10.343,11.028,29.456,9.365,1.152,15.079,0.191,11.458
QAT,2008,17.494,5.918,7.42,15.792,16.799,63.347,19.317,9.489,9.986,23.547,11.357,1.554,23.614,0.217,26.595
QAT,2009,13.063,-10.865,-3.654,2.731,4.407,43.998,19.317,14.129,15.306,36.432,35.98,1.639,7.244,0.247,6.389
QAT,2010,17.746,-1.425,-13.072,31.103,30.683,48.177,19.317,4.6,5.841,31.997,30.425,1.715,20.009,0.276,23.952
QAT,2011,11.302,40.79,17.229,18.674,15.468,60.099,19.317,5.236,6.688,28.497,33.474,1.733,31.068,0.296,52.124
QAT,2012,4.73,21.606,16.157,11.383,10.237,60.329,19.317,8.554,10.004,30.984,32.118,1.833,33.185,0.308,62.0
QAT,2013,5.556,8.707,5.798,3.42,1.61,58.252,19.317,19.27,20.546,28.293,30.883,2.004,30.424,0.305,60.461
QAT,2014,5.334,6.04,0.738,1.985,-0.108,55.749,19.317,13.352,14.525,32.315,24.912,2.216,23.959,0.289,49.41
QAT,2015,4.753,-9.164,-0.098,-2.83,-4.369,45.569,19.317,18.447,19.935,38.56,35.547,2.438,8.502,0.213,13.751
QAT,2016,3.064,5.196,18.263,-3.99,-4.924,43.362,19.317,-9.203,-7.718,40.138,46.707,2.618,-5.45,0.189,-8.27
QAT,2017,-1.498,-3.471,-7.63,0.626,-1.276,46.6,19.317,-6.82,-5.424,34.663,51.569,2.725,3.989,0.204,6.426
QAT,2018,1.235,4.6,4.159,4.755,5.456,49.742,19.317,2.26,3.729,28.896,52.177,2.76,9.083,0.199,16.652
QAT,2019,0.688,1.87,-4.349,0.227,-0.554,46.151,19.317,0.999,2.709,32.464,62.087,2.799,2.415,0.195,4.26
QAT,2020,-3.558,-8.871,-23.275,-0.165,-1.354,41.782,19.317,-2.134,0.191,34.699,72.61,2.834,-2.068,0.194,-2.986
QAT,2021,1.627,1.627,-0.381,-2.356,-0.635,53.266,19.317,0.243,2.013,29.368,58.39,2.748,14.644,0.185,26.319
QAT,2022,4.2,4.2,18.376,8.256,1.506,57.958,19.317,10.351,11.709,24.273,42.473,2.932,26.716,0.187,63.118
SAU,2000,5.625,18.914,7.868,4.0,5.794,26.871,19.317,3.184,6.57,33.133,86.702,18.138,7.554,1.619,14.317
SAU,2001,-1.211,-7.048,6.092,-0.945,-1.247,24.703,19.623,-3.906,-0.529,36.939,93.148,18.603,5.08,1.561,9.353
SAU,2002,-2.819,4.071,4.043,-8.489,-9.416,25.955,19.693,-5.907,-2.984,35.864,96.352,19.08,6.262,1.476,11.873
SAU,2003,11.242,5.815,9.651,20.562,21.8,32.489,19.493,1.199,3.82,33.116,81.564,19.569,12.997,1.578,28.048
SAU,2004,7.958,12.663,11.963,9.036,9.814,39.933,19.865,9.718,11.357,31.094,62.928,20.071,20.069,1.618,51.926
SAU,2005,5.574,24.555,26.052,12.618,6.149,47.594,20.175,17.987,18.769,28.151,37.343,20.586,27.419,1.632,89.99
SAU,2006,2.788,21.954,10.341,2.699,-0.135,49.605,22.215,20.823,21.299,27.269,25.831,21.113,27.39,1.594,103.094
SAU,2007,1.847,21.324,22.136,3.854,2.156,50.386,26.473,11.784,10.822,29.453,17.115,21.655,23.913,1.541,99.403
SAU,2008,6.25,10.693,12.117,-3.876,4.339,54.18,27.296,29.802,28.569,26.68,12.056,22.21,26.884,1.591,139.743
SAU,2009,-2.059,-4.817,-10.937,-8.519,-9.818,38.318,31.715,-5.383,-5.533,37.066,13.989,22.78,6.603,1.565,28.333
SAU,2010,5.04,-1.605,2.425,7.364,7.291,45.014,30.926,4.392,4.73,33.012,8.426,23.978,14.088,1.562,74.415
SAU,2011,10.994,5.511,14.308,9.452,10.038,51.925,27.541,11.462,11.525,32.581,5.34,25.092,24.384,1.669,164.99
SAU,2012,5.409,9.356,18.915,4.228,5.395,50.456,27.046,11.838,11.63,32.97,3.012,26.169,23.41,1.67,173.664
SAU,2013,2.535,10.032,11.339,2.0,1.604,45.868,26.89,5.585,5.12,35.187,2.127,27.624,18.978,1.602,143.068
SAU,2014,3.811,16.074,6.513,2.2,1.953,39.488,29.018,-3.495,-4.191,39.676,1.541,28.309,10.47,1.589,80.26
SAU,2015,4.509,3.154,8.586,3.97,2.701,26.361,34.224,-15.479,-17.452,39.883,5.668,29.816,-7.863,1.406,-52.64
SAU,2016,1.885,-16.574,-16.514,5.862,4.262,27.226,30.898,-13.656,-16.525,34.455,12.676,30.954,-3.672,1.308,-24.454
SAU,2017,0.911,-0.609,-5.508,-0.308,-0.747,30.492,28.796,-8.887,-11.266,32.067,16.532,30.977,1.696,1.325,12.126
SAU,2018,3.199,2.218,0.252,8.777,8.324,34.741,26.123,-5.454,-6.038,33.98,17.639,30.196,8.618,1.32,72.956
SAU,2019,1.098,3.269,10.089,-3.377,-6.425,32.881,28.296,-4.203,-4.234,33.677,21.56,30.064,4.585,1.299,38.451
SAU,2020,-3.582,-16.114,-9.496,-14.452,-5.194,24.212,27.691,-10.68,-12.479,39.068,31.001,31.553,-3.479,1.29,-25.547
SAU,2021,5.075,5.308,0.372,5.674,5.234,30.221,25.448,-2.241,-2.015,31.693,28.616,30.784,4.772,1.274,41.718
SAU,2022,7.486,10.487,14.265,24.112,9.227,40.095,26.427,2.491,2.347,28.25,23.933,32.175,13.668,1.325,151.519
THA,2000,4.455,27.118,6.92,17.488,24.235,30.051,22.283,-1.792,-0.591,19.346,57.826,62.953,7.368,0.904,9.313
THA,2001,3.444,-5.496,-3.418,-4.211,0.497,27.959,23.112,-1.768,-0.519,20.824,57.469,63.539,4.24,0.913,5.101
THA,2002,6.149,6.221,3.797,5.887,3.959,26.578,22.744,-6.722,-5.383,25.712,54.902,64.069,3.466,0.943,4.654
THA,2003,7.189,11.096,13.457,9.134,11.682,27.116,23.829,1.978,3.074,18.286,47.501,64.55,3.134,0.971,4.772
THA,2004,6.289,20.305,20.557,14.631,14.42,27.792,25.681,1.106,2.365,19.331,46.266,64.995,1.596,0.98,2.759
THA,2005,4.188,16.19,18.606,7.76,7.481,26.384,30.421,2.173,3.391,19.58,45.462,65.416,-4.036,0.976,-7.642
THA,2006,4.968,2.943,1.197,10.788,11.176,28.055,27.012,1.867,3.233,18.739,39.177,65.813,1.044,0.973,2.315
THA,2007,5.435,4.2,3.435,8.894,11.756,31.423,25.496,0.22,1.275,19.999,35.985,66.182,5.927,0.974,15.584
THA,2008,1.726,11.399,12.431,6.264,4.832,28.546,28.226,0.801,1.912,19.226,34.947,66.531,0.319,0.963,0.931
THA,2009,-0.691,-20.772,-20.397,-12.14,-13.738,28.513,20.636,-2.214,-1.181,21.722,42.364,66.867,7.877,0.961,22.189
THA,2010,7.513,22.956,27.287,14.22,16.69,28.724,25.357,-1.07,0.032,22.009,39.831,67.195,3.367,0.981,11.486
THA,2011,0.84,12.4,13.465,9.509,8.724,29.334,26.791,0.094,1.285,21.113,39.116,67.518,2.542,0.952,9.427
THA,2012,7.243,5.629,6.653,3.662,2.228,26.792,28.024,-0.86,0.349,22.251,41.93,67.836,-1.232,1.0,-4.899
THA,2013,2.687,1.681,2.019,2.514,0.37,25.356,27.457,0.516,1.635,21.636,42.19,68.145,-2.102,0.991,-8.833
THA,2014,0.984,-5.298,-6.761,0.345,0.946,26.777,23.919,-0.801,0.323,22.186,43.335,68.439,2.858,0.964,11.643
THA,2015,3.134,0.004,-0.683,1.25,-1.845,29.271,22.356,0.132,1.139,22.182,42.559,68.715,6.916,0.969,27.753
THA,2016,3.435,-0.992,-2.476,2.696,0.402,31.614,21.105,0.569,1.422,21.35,41.745,68.971,10.508,0.984,43.438
THA,2017,4.178,6.227,7.368,5.181,5.638,32.565,22.934,-0.425,0.517,21.522,41.778,69.21,9.631,0.983,43.952
THA,2018,4.223,8.274,7.65,3.351,3.925,30.839,25.22,0.12,1.141,21.352,41.941,69.428,5.62,0.989,28.479
THA,2019,2.115,-5.167,-5.821,-2.954,-3.667,30.847,23.815,0.419,1.435,20.562,41.063,69.626,7.033,0.983,38.256
THA,2020,-6.05,-13.911,-10.467,-19.681,-5.814,27.938,23.755,-4.455,-3.487,24.886,49.42,69.8,4.183,0.951,20.933
THA,2021,1.549,17.771,17.914,11.089,15.472,26.597,28.626,-6.746,-5.484,26.767,58.337,69.951,-2.028,0.907,-10.269
THA,2022,2.511,3.61,1.209,6.142,1.201,24.653,27.829,-4.46,-3.141,24.517,60.522,70.078,-3.176,0.9,-15.742
TUR,2000,6.933,27.107,32.848,12.871,11.522,21.292,23.718,-8.37,3.728,39.476,51.318,64.73,-3.616,1.379,-9.92
TUR,2001,-5.75,-24.68,-24.805,12.2,22.158,21.366,18.025,-11.668,4.589,44.037,75.509,65.603,1.859,1.269,3.76
TUR,2002,6.448,17.395,20.719,1.802,15.806,22.322,21.108,-11.339,2.261,41.013,71.506,66.402,-0.261,1.314,-0.626
TUR,2003,5.763,17.826,19.273,9.303,12.526,20.683,22.309,-7.572,4.145,38.428,65.16,67.187,-2.4,1.335,-7.554
TUR,2004,9.796,20.882,20.575,13.29,13.681,22.312,24.982,-4.122,4.611,34.56,57.158,68.01,-3.47,1.392,-14.198
TUR,2005,8.992,12.224,12.209,8.895,10.286,23.648,26.804,-0.749,4.334,32.112,50.196,68.861,-4.145,1.45,-20.98
TUR,2006,6.948,7.503,8.443,6.75,12.302,24.627,29.349,-0.685,4.118,34.028,44.225,69.73,-5.615,1.473,-31.168
TUR,2007,5.044,13.282,12.714,8.077,11.507,23.924,28.601,-1.926,2.634,33.445,37.759,70.586,-5.43,1.469,-36.949
TUR,2008,0.815,-0.642,-1.363,7.571,6.593,24.629,28.739,-2.64,1.467,34.191,37.748,71.517,-5.115,1.439,-39.425
TUR,2009,-4.823,-11.861,-12.931,-4.465,-7.758,21.904,22.816,-5.839,-1.537,37.889,43.212,72.561,-1.751,1.376,-11.358
TUR,2010,8.427,17.443,17.719,6.6,11.434,21.771,26.753,-3.461,-0.002,35.924,39.511,73.723,-5.745,1.417,-44.616
TUR,2011,11.2,11.38,12.894,8.675,6.337,23.016,31.003,-0.727,1.759,33.169,35.912,74.724,-8.873,1.517,-74.402
TUR,2012,4.788,1.324,0.934,13.982,16.214,23.351,28.073,-1.806,0.674,34.139,32.227,75.627,-5.372,1.536,-47.278
TUR,2013,8.486,8.57,7.3,6.072,-0.901,23.898,29.619,-1.216,1.056,33.693,30.892,76.668,-5.754,1.609,-55.092
TUR,2014,4.94,-0.066,-1.108,6.202,4.307,24.893,28.967,-1.171,0.788,32.812,28.277,77.696,-4.051,1.693,-38.02
TUR,2015,6.084,2.514,2.442,2.647,2.617,25.218,28.199,-0.928,0.914,32.865,27.163,78.741,-3.081,1.803,-26.625
TUR,2016,3.323,3.053,3.338,-1.022,3.822,24.98,28.02,-1.597,-0.234,34.102,27.747,79.815,-3.068,1.817,-26.668
TUR,2017,7.502,8.975,9.84,12.266,8.284,26.056,30.694,-1.674,-0.349,32.837,27.777,80.811,-4.652,1.86,-39.955
TUR,2018,3.013,-8.113,-9.124,10.103,4.967,27.988,29.458,-3.242,-1.726,34.045,29.86,82.004,-2.583,1.85,-20.151
TUR,2019,0.819,-4.021,-5.052,9.25,6.534,26.389,24.878,-4.795,-2.908,34.862,32.39,83.155,1.42,1.815,10.798
TUR,2020,1.86,6.788,10.703,-15.164,-5.159,27.072,31.341,-4.723,-2.802,34.112,39.446,83.614,-4.432,1.904,-31.914
TUR,2021,11.439,3.181,1.653,32.38,21.317,30.62,31.404,-3.009,-1.337,30.822,40.384,84.68,-0.904,1.994,-7.398
TUR,2022,5.533,11.934,8.568,19.144,3.352,30.028,35.04,-1.119,0.142,27.7,30.802,85.28,-5.419,2.036,-49.085
TWN,2000,6.314,15.086,17.555,17.698,18.861,29.561,27.221,-5.33,2.971,32.293,26.227,22.277,2.485,0.941,8.219
